Year,Month,Ward_NO,Ward_Name,Building_Area_km2,Builtup_Area_Percentage,Population,Rainfall,RH2M,T2M_MAX,T2M_MIN,WS2M,GWL
2017,4,186,jaraganahalli,0.410586908,31.58,52240,35.38049964,40.81,38.72,19.44,2.1,32.13280719
2017,4,188,bilekhalli,0.921396584,21.43,82026,28.61149588,40.81,38.72,19.44,2.1,22.89901707
2017,4,189,hongasandra,0.861678174,41.03,135453,30.46121764,40.81,38.72,19.44,2.1,21.76398783
2017,4,190,mangammanapalya,1.081867445,30.91,114045,32.3109394,40.81,38.72,19.44,2.1,20.62895859
2017,4,191,singasandra,1.722425673,17.76,150210,32.842424,40.81,38.72,19.44,2.1,33.17648546
2017,4,192,begur,2.530120718,13.32,194786,32.36742703,40.81,38.72,19.44,2.1,32.75
2017,4,193,arakere,1.497306812,22.69,99113,32.38205527,40.81,38.72,19.44,2.1,30.72891576
2017,4,195,konankunte,1.048766657,30.85,110114,35.63787131,40.81,38.72,19.44,2.1,34.27480961
2017,4,196,anjanapura,1.002822044,8.8,73879,38.2161692,40.81,38.72,19.44,2.1,32.85584811
2017,4,197,vasanthpura,1.314154086,23.06,110870,42.1495034,40.81,38.72,19.44,2.1,41.36659731
2017,4,198,hemmigepura,2.235767688,7.33,79594,56.80849901,40.81,38.72,19.44,2.1,34.65
2017,5,1,kempegowda ward,0.828851535,7.6,46671,265.0002394,63.53,38.61,20.72,2.37,26.5
2017,5,2,chowdeswari ward,0.745394939,11.47,54316,248.7423845,63.53,38.61,20.72,2.37,35.48761833
2017,5,3,atturu,1.4401897,16.37,101737,245.2984639,63.53,38.61,20.72,2.37,36.23375751
2017,5,4,yelahanka satellite town,0.874337974,19.01,57179,249.2009557,63.53,38.61,20.72,2.37,33.9535941
2017,5,5,jakkuru,2.242131953,9.54,92515,242.1007037,63.53,38.61,20.72,2.37,31.97913869
2017,5,6,thanisandra,2.08339755,20.83,159497,221.8372266,63.53,38.61,20.72,2.37,31.80351832
2017,5,7,byatarayanapura,1.662984928,16.63,122209,253.0480893,63.53,38.61,20.72,2.37,25.55255764
2017,5,9,vidyaranyapura,1.448057791,14.63,101462,232.8578826,63.53,38.61,20.72,2.37,31.47084055
2017,5,10,dodda bommasandra,0.795207039,18.93,50589,197.8597729,63.53,38.61,20.72,2.37,35.16561126
2017,5,12,shettihalli,1.456677367,17.98,99383,205.5447747,63.53,38.61,20.72,2.37,42.333
2017,5,14,bagalakunte,1.162673366,27.04,110357,198.4218736,63.53,38.61,20.72,2.37,35.1
2017,5,16,jalahalli,0.750299747,14.43,44979,197.5545933,63.53,38.61,20.72,2.37,36.1
2017,5,18,radhakrishna temple ward,0.597488747,31.45,42274,216.5148095,63.53,38.61,20.72,2.37,28.98808699
2017,5,19,sanjaya nagar,0.488657213,32.58,39178,216.5148095,63.53,38.61,20.72,2.37,28.98808699
2017,5,22,vishwanath nagenahalli,0.635320476,42.35,80222,235.169846,63.53,38.61,20.72,2.37,22.81056272
2017,5,24,hbr layout,1.139675448,24.78,86576,220.1775987,63.53,38.61,20.72,2.37,23.66611684
2017,5,25,horamavu,3.237598784,18.5,206469,209.7465607,63.53,38.61,20.72,2.37,31.82060133
2017,5,26,ramamurthy nagar,1.617642683,22.16,76964,201.5545042,63.53,38.61,20.72,2.37,32.35958904
2017,5,27,banasavadi,1.129043599,33.21,69104,210.3117804,63.53,38.61,20.72,2.37,26.61724943
2017,5,28,kammanahalli,0.439027348,43.9,56980,221.0582412,63.53,38.61,20.72,2.37,19.75421154
2017,5,29,kacharkanahalli,0.5968257,35.11,36848,210.3117804,63.53,38.61,20.72,2.37,26.61724943
2017,5,35,aramane nagara,1.139482844,15.19,41422,215.9145707,63.53,38.61,20.72,2.37,7.8
2017,5,36,mattikere,0.377476241,41.94,37786,201.7857244,63.53,38.61,20.72,2.37,31.49792955
2017,5,38,hmt ward,1.253382536,24.1,42241,203.0213664,63.53,38.61,20.72,2.37,30.39770227
2017,5,39,chokkasandra,1.001758112,26.36,91049,197.2494137,63.53,38.61,20.72,2.37,26.09152215
2017,5,40,dodda bidarakallu,2.066225216,16.02,168476,217.1503956,63.53,38.61,20.72,2.37,29.07881201
2017,5,41,peenya industrial area,1.778865307,32.34,92628,204.7418975,63.53,38.61,20.72,2.37,28.80839927
2017,5,42,lakshmi devi nagar,0.434709386,28.98,56057,204.9453506,63.53,38.61,20.72,2.37,31.83309564
2017,5,45,malleswaram,0.477466154,26.53,32915,201.7857244,63.53,38.61,20.72,2.37,31.49792955
2017,5,48,muneshwara nagar,0.201090024,40.22,39642,224.9169879,63.53,38.61,20.72,2.37,18.61940578
2017,5,50,benniganahalli,0.786199744,16.04,64399,221.0582412,63.53,38.61,20.72,2.37,19.75421154
2017,5,51,vijnanapura,0.601772255,28.66,54915,204.3222045,63.53,38.61,20.72,2.37,27.34120654
2017,5,52,k r puram,0.949738023,19.79,42086,192.797228,63.53,38.61,20.72,2.37,38.10192865
2017,5,53,basavanapura,1.260679076,20.01,80218,191.1780811,63.53,38.61,20.72,2.37,32.86769396
2017,5,54,hudi,2.065560355,13.77,87951,200.0689604,63.53,38.61,20.72,2.37,34.20056624
2017,5,58,new tippasandara,0.957048765,28.15,51223,211.6657381,63.53,38.61,20.72,2.37,23.34397528
2017,5,65,kadu malleshwar ward,0.487572151,34.83,36631,215.3143319,63.53,38.61,20.72,2.37,23.22482681
2017,5,68,mahalakshimpuram,0.380291326,42.25,51130,205.7116758,63.53,38.61,20.72,2.37,27.83024784
2017,5,69,laggere,0.538728047,33.67,95386,208.4881395,63.53,38.61,20.72,2.37,30.16683783
2017,5,72,herohalli,1.404127525,18,129210,245.8625365,63.53,38.61,20.72,2.37,35.35
2017,5,73,kottegepalya,1.344472434,23.18,118992,223.4645607,63.53,38.61,20.72,2.37,29.1912003
2017,5,74,shakthi ganapathi nagar,0.295201407,42.17,51003,208.4881395,63.53,38.61,20.72,2.37,30.16683783
2017,5,77,dattatreya temple,0.306914888,43.84,32862,215.3143319,63.53,38.61,20.72,2.37,23.22482681
2017,5,78,pulikeshinagar,0.47313464,27.83,29278,224.9169879,63.53,38.61,20.72,2.37,18.61940578
2017,5,80,hoysala nagar,0.620849866,29.56,34815,216.0828214,63.53,38.61,20.72,2.37,21.76911878
2017,5,81,vijnana nagar,1.372772404,24.08,96833,198.6766,63.53,38.61,20.72,2.37,30.28771506
2017,5,82,garudachar playa,1.41013986,20.74,85778,185.9973401,63.53,38.61,20.72,2.37,28.56359162
2017,5,83,kadugodi,1.38893412,12.4,67705,183.0576197,63.53,38.61,20.72,2.37,30.27509245
2017,5,84,hagadur,1.917161766,15.22,77193,183.1554752,63.53,38.61,20.72,2.37,33.07615738
2017,5,85,dodda nekkundi,2.48268049,20.69,122873,183.868988,63.53,38.61,20.72,2.37,34.0186691
2017,5,86,marathahalli,0.763916871,24.64,57059,193.0309955,63.53,38.61,20.72,2.37,33.23422358
2017,5,87,hal airport,1.042635198,15.33,44989,193.0309955,63.53,38.61,20.72,2.37,33.23422358
2017,5,90,halsoor,0.396501327,23.32,34592,217.5616059,63.53,38.61,20.72,2.37,20.56929529
2017,5,93,vasanth nagar,0.713881492,23.03,21193,215.3143319,63.53,38.61,20.72,2.37,23.22482681
2017,5,94,gandhinagar,0.532835331,28.04,28860,221.6296396,63.53,38.61,20.72,2.37,22.24086042
2017,5,96,okalipuram,0.299532392,37.44,39597,205.7116758,63.53,38.61,20.72,2.37,27.83024784
2017,5,104,govindaraja nagar,0.278492098,34.81,27594,219.8018056,63.53,38.61,20.72,2.37,26.68710554
2017,5,110,sampangiram nagar,0.885447841,20.12,24451,223.4574737,63.53,38.61,20.72,2.37,17.79461531
2017,5,112,domlur,0.554757748,32.63,28313,202.273235,63.53,38.61,20.72,2.37,26.93373902
2017,5,114,agaram,0.758416866,6.89,37753,222.7743799,63.53,38.61,20.72,2.37,20.56863838
2017,5,119,dharmaraya swamy temple,0.43349045,39.41,23796,227.9449474,63.53,38.61,20.72,2.37,21.25689404
2017,5,124,hosahalli,0.335987174,37.33,41103,233.8919353,63.53,38.61,20.72,2.37,25.54396324
2017,5,126,maruthi mandir ward,0.335361128,41.92,35388,243.6546692,63.53,38.61,20.72,2.37,26.39194424
2017,5,128,nagarabhavi,0.461466932,28.84,51280,243.6546692,63.53,38.61,20.72,2.37,26.39194424
2017,5,129,jnana bharathi ward,1.983674088,16.67,125748,232.3410031,63.53,38.61,20.72,2.37,29.87167653
2017,5,130,ullalu,1.392253748,16,113287,270.8186123,63.53,38.61,20.72,2.37,29.67732247
2017,5,143,vishveshwara puram,0.606052685,24.24,30354,227.9449474,63.53,38.61,20.72,2.37,21.25689404
2017,5,144,siddapura,0.23758054,33.94,36694,221.9979595,63.53,38.61,20.72,2.37,16.96982483
2017,5,145,hombegowda nagara,0.493184283,35.23,39532,221.9979595,63.53,38.61,20.72,2.37,16.96982483
2017,5,147,adugodi,0.299724293,18.73,37378,221.9979595,63.53,38.61,20.72,2.37,16.96982483
2017,5,149,varthuru,2.169198467,7.67,89463,196.8120623,63.53,38.61,20.72,2.37,41.7968893
2017,5,150,bellanduru,3.921828509,14.86,190042,215.1251801,63.53,38.61,20.72,2.37,47.75
2017,5,153,jayanagar,0.620262139,24.81,39605,227.9449474,63.53,38.61,20.72,2.37,21.25689404
2017,5,154,basavanagudi,0.466318124,38.86,30668,233.8919353,63.53,38.61,20.72,2.37,25.54396324
2017,5,157,gali anjenaya temple ward,0.453061002,41.19,40337,233.8919353,63.53,38.61,20.72,2.37,25.54396324
2017,5,158,deepanjali nagar,0.598662386,28.51,59003,233.8919353,63.53,38.61,20.72,2.37,25.54396324
2017,5,159,kengeri,0.773920862,15.17,55759,272.8357163,63.53,38.61,20.72,2.37,30.50055838
2017,5,160,rajarajeshwari nagar,2.04961582,18.47,100200,251.8201939,63.53,38.61,20.72,2.37,23.9
2017,5,164,vidyapeeta ward,0.463124706,38.59,50314,235.3279543,63.53,38.61,20.72,2.37,32.55685752
2017,5,168,pattabhiram nagar,0.537756012,31.63,26801,233.0253356,63.53,38.61,20.72,2.37,19.10223966
2017,5,171,gurappanapalya,0.328370027,46.91,47580,233.0253356,63.53,38.61,20.72,2.37,19.10223966
2017,5,172,madivala,0.478441493,39.87,48284,233.0253356,63.53,38.61,20.72,2.37,45.8
2017,5,173,jakkasandra,0.367412923,24.49,41325,230.6980102,63.53,38.61,20.72,2.37,22.26172388
2017,5,174,hsr layout,1.615833414,22.76,113948,230.6980102,63.53,38.61,20.72,2.37,22.26172388
2017,5,177,j p nagar,0.659614991,36.65,29062,244.0527117,63.53,38.61,20.72,2.37,27.05
2017,5,179,shakambari nagar,0.564850229,29.73,27690,240.4083425,63.53,38.61,20.72,2.37,30.40220315
2017,5,180,banashankari temple ward,0.244712039,34.96,48314,236.7639732,63.53,38.61,20.72,2.37,39.5697518
2017,5,181,kumaraswamy layout,0.625074926,34.73,56614,236.7639732,63.53,38.61,20.72,2.37,39.5697518
2017,5,184,uttarahalli,1.400640606,14.15,105261,259.9857187,63.53,38.61,20.72,2.37,40.05613403
2017,5,185,yelchenahalli,0.605341195,37.83,65118,236.7639732,63.53,38.61,20.72,2.37,39.5697518
2017,5,186,jaraganahalli,0.410586908,31.58,52457,240.4083425,63.53,38.61,20.72,2.37,30.40220315
2017,5,188,bilekhalli,0.921396584,21.43,82572,244.0527117,63.53,38.61,20.72,2.37,21.23465449
2017,5,189,hongasandra,0.861678174,41.03,136689,244.9103978,63.53,38.61,20.72,2.37,19.92571631
2017,5,190,mangammanapalya,1.081867445,30.91,114882,245.7680839,63.53,38.61,20.72,2.37,18.61677813
2017,5,191,singasandra,1.722425673,17.76,151718,245.4372437,63.53,38.61,20.72,2.37,31.15486861
2017,5,192,begur,2.530120718,13.32,197109,247.1924018,63.53,38.61,20.72,2.37,30.3
2017,5,193,arakere,1.497306812,22.69,99816,248.7338133,63.53,38.61,20.72,2.37,28.76388124
2017,5,195,konankunte,1.048766657,30.85,111076,244.7438666,63.53,38.61,20.72,2.37,32.36583809
2017,5,196,anjanapura,1.002822044,8.8,74356,247.3855685,63.53,38.61,20.72,2.37,30.97300967
2017,5,197,vasanthpura,1.314154086,23.06,111731,236.7639732,63.53,38.61,20.72,2.37,39.5697518
2017,5,198,hemmigepura,2.235767688,7.33,80080,260.7826601,63.53,38.61,20.72,2.37,33.15
2017,6,1,kempegowda ward,0.828851535,7.6,46852,58.14017683,73.11,33.35,18.39,4.19,27.5
2017,6,2,chowdeswari ward,0.745394939,11.47,54599,56.57760236,73.11,33.35,18.39,4.19,36.45044142
2017,6,3,atturu,1.4401897,16.37,102489,55.30476547,73.11,33.35,18.39,4.19,37.08014834
2017,6,4,yelahanka satellite town,0.874337974,19.01,57412,53.99790279,73.11,33.35,18.39,4.19,34.8161975
2017,6,5,jakkuru,2.242131953,9.54,93219,50.76643128,73.11,33.35,18.39,4.19,32.87792886
2017,6,6,thanisandra,2.08339755,20.83,161180,43.97102257,73.11,33.35,18.39,4.19,32.58424485
2017,6,7,byatarayanapura,1.662984928,16.63,123059,47.63907726,73.11,33.35,18.39,4.19,26.40901416
2017,6,9,vidyaranyapura,1.448057791,14.63,102230,42.71850505,73.11,33.35,18.39,4.19,32.46608095
2017,6,10,dodda bommasandra,0.795207039,18.93,50809,23.48430072,73.11,33.35,18.39,4.19,36.64014494
2017,6,12,shettihalli,1.456677367,17.98,100022,29.23185178,73.11,33.35,18.39,4.19,43.567
2017,6,14,bagalakunte,1.162673366,27.04,111126,20.66577071,73.11,33.35,18.39,4.19,36
2017,6,16,jalahalli,0.750299747,14.43,45080,19.37800042,73.11,33.35,18.39,4.19,37.8
2017,6,18,radhakrishna temple ward,0.597488747,31.45,42377,31.43910731,73.11,33.35,18.39,4.19,30.1159644
2017,6,19,sanjaya nagar,0.488657213,32.58,39275,31.43910731,73.11,33.35,18.39,4.19,30.1159644
2017,6,22,vishwanath nagenahalli,0.635320476,42.35,80689,39.3939139,73.11,33.35,18.39,4.19,23.59178385
2017,6,24,hbr layout,1.139675448,24.78,87014,35.11427747,73.11,33.35,18.39,4.19,24.5560756
2017,6,25,horamavu,3.237598784,18.5,208578,41.66492354,73.11,33.35,18.39,4.19,32.7588885
2017,6,26,ramamurthy nagar,1.617642683,22.16,77457,38.70958411,73.11,33.35,18.39,4.19,33.38937218
2017,6,27,banasavadi,1.129043599,33.21,69376,35.58578966,73.11,33.35,18.39,4.19,27.5247615
2017,6,28,kammanahalli,0.439027348,43.9,57124,29.74064226,73.11,33.35,18.39,4.19,20.5974697
2017,6,29,kacharkanahalli,0.5968257,35.11,36893,35.58578966,73.11,33.35,18.39,4.19,27.5247615
2017,6,35,aramane nagara,1.139482844,15.19,41487,29.86651632,73.11,33.35,18.39,4.19,8
2017,6,36,mattikere,0.377476241,41.94,37796,25.09026738,73.11,33.35,18.39,4.19,32.88998264
2017,6,38,hmt ward,1.253382536,24.1,42317,22.79014757,73.11,33.35,18.39,4.19,31.54509744
2017,6,39,chokkasandra,1.001758112,26.36,91565,15.27170011,73.11,33.35,18.39,4.19,26.96365778
2017,6,40,dodda bidarakallu,2.066225216,16.02,170347,20.65522976,73.11,33.35,18.39,4.19,30.06370285
2017,6,41,peenya industrial area,1.778865307,32.34,93204,22.55876319,73.11,33.35,18.39,4.19,29.84674828
2017,6,42,lakshmi devi nagar,0.434709386,28.98,56282,25.29629673,73.11,33.35,18.39,4.19,33.072244
2017,6,45,malleswaram,0.477466154,26.53,32898,25.09026738,73.11,33.35,18.39,4.19,32.88998264
2017,6,48,muneshwara nagar,0.201090024,40.22,39695,29.89161664,73.11,33.35,18.39,4.19,19.58299555
2017,6,50,benniganahalli,0.786199744,16.04,64630,29.74064226,73.11,33.35,18.39,4.19,20.5974697
2017,6,51,vijnanapura,0.601772255,28.66,55041,37.07027017,73.11,33.35,18.39,4.19,28.43730165
2017,6,52,k r puram,0.949738023,19.79,42186,41.83337856,73.11,33.35,18.39,4.19,39.25398287
2017,6,53,basavanapura,1.260679076,20.01,80749,46.16770835,73.11,33.35,18.39,4.19,33.91096801
2017,6,54,hudi,2.065560355,13.77,88603,46.28319086,73.11,33.35,18.39,4.19,35.1395935
2017,6,58,new tippasandara,0.957048765,28.15,51326,34.9993065,73.11,33.35,18.39,4.19,24.36388933
2017,6,65,kadu malleshwar ward,0.487572151,34.83,36645,28.29392534,73.11,33.35,18.39,4.19,24.36140795
2017,6,68,mahalakshimpuram,0.380291326,42.25,51222,26.69623403,73.11,33.35,18.39,4.19,29.13982034
2017,6,69,laggere,0.538728047,33.67,96032,26.20229473,73.11,33.35,18.39,4.19,31.28829353
2017,6,72,herohalli,1.404127525,18,130457,28.92181853,73.11,33.35,18.39,4.19,36.3
2017,6,73,kottegepalya,1.344472434,23.18,119850,28.49505127,73.11,33.35,18.39,4.19,30.27014263
2017,6,74,shakthi ganapathi nagar,0.295201407,42.17,51105,26.20229473,73.11,33.35,18.39,4.19,31.28829353
2017,6,77,dattatreya temple,0.306914888,43.84,32855,28.29392534,73.11,33.35,18.39,4.19,24.36140795
2017,6,78,pulikeshinagar,0.47313464,27.83,29284,29.89161664,73.11,33.35,18.39,4.19,19.58299555
2017,6,80,hoysala nagar,0.620849866,29.56,34810,33.29674321,73.11,33.35,18.39,4.19,22.77025807
2017,6,81,vijnana nagar,1.372772404,24.08,97509,36.65336463,73.11,33.35,18.39,4.19,31.45598946
2017,6,82,garudachar playa,1.41013986,20.74,86397,49.81497074,73.11,33.35,18.39,4.19,29.65309234
2017,6,83,kadugodi,1.38893412,12.4,68091,41.75299746,73.11,33.35,18.39,4.19,31.36067377
2017,6,84,hagadur,1.917161766,15.22,77624,37.5578632,73.11,33.35,18.39,4.19,34.23222336
2017,6,85,dodda nekkundi,2.48268049,20.69,123955,38.71864203,73.11,33.35,18.39,4.19,35.20439762
2017,6,86,marathahalli,0.763916871,24.64,57331,36.23645909,73.11,33.35,18.39,4.19,34.47467728
2017,6,87,hal airport,1.042635198,15.33,45060,36.23645909,73.11,33.35,18.39,4.19,34.47467728
2017,6,90,halsoor,0.396501327,23.32,34585,32.67132315,73.11,33.35,18.39,4.19,21.54617821
2017,6,93,vasanth nagar,0.713881492,23.03,21173,28.29392534,73.11,33.35,18.39,4.19,24.36140795
2017,6,94,gandhinagar,0.532835331,28.04,28831,29.49110716,73.11,33.35,18.39,4.19,23.36593708
2017,6,96,okalipuram,0.299532392,37.44,39617,26.69623403,73.11,33.35,18.39,4.19,29.13982034
2017,6,104,govindaraja nagar,0.278492098,34.81,27603,28.63887452,73.11,33.35,18.39,4.19,28.00340707
2017,6,110,sampangiram nagar,0.885447841,20.12,24413,30.34333981,73.11,33.35,18.39,4.19,18.72846709
2017,6,112,domlur,0.554757748,32.63,28284,40.25797073,73.11,33.35,18.39,4.19,28.13030895
2017,6,114,agaram,0.758416866,6.89,37764,33.49528205,73.11,33.35,18.39,4.19,21.45663712
2017,6,119,dharmaraya swamy temple,0.43349045,39.41,23756,30.68828899,73.11,33.35,18.39,4.19,22.37046622
2017,6,124,hosahalli,0.335987174,37.33,41155,30.581515,73.11,33.35,18.39,4.19,26.8669938
2017,6,126,maruthi mandir ward,0.335361128,41.92,35476,31.83103968,73.11,33.35,18.39,4.19,27.55041733
2017,6,128,nagarabhavi,0.461466932,28.84,51524,31.83103968,73.11,33.35,18.39,4.19,27.55041733
2017,6,129,jnana bharathi ward,1.983674088,16.67,126766,29.39445989,73.11,33.35,18.39,4.19,30.83530378
2017,6,130,ullalu,1.392253748,16,114285,39.99352494,73.11,33.35,18.39,4.19,30.72103736
2017,6,143,vishveshwara puram,0.606052685,24.24,30327,30.68828899,73.11,33.35,18.39,4.19,22.37046622
2017,6,144,siddapura,0.23758054,33.94,36719,30.79506298,73.11,33.35,18.39,4.19,17.87393863
2017,6,145,hombegowda nagara,0.493184283,35.23,39548,30.79506298,73.11,33.35,18.39,4.19,17.87393863
2017,6,147,adugodi,0.299724293,18.73,37421,30.79506298,73.11,33.35,18.39,4.19,17.87393863
2017,6,149,varthuru,2.169198467,7.67,90045,24.3133442,73.11,33.35,18.39,4.19,42.85374813
2017,6,150,bellanduru,3.921828509,14.86,192212,31.71448954,73.11,33.35,18.39,4.19,49.05
2017,6,153,jayanagar,0.620262139,24.81,39625,30.68828899,73.11,33.35,18.39,4.19,22.37046622
2017,6,154,basavanagudi,0.466318124,38.86,30643,30.581515,73.11,33.35,18.39,4.19,26.8669938
2017,6,157,gali anjenaya temple ward,0.453061002,41.19,40418,30.581515,73.11,33.35,18.39,4.19,26.8669938
2017,6,158,deepanjali nagar,0.598662386,28.51,59198,30.581515,73.11,33.35,18.39,4.19,26.8669938
2017,6,159,kengeri,0.773920862,15.17,55989,44.56874689,73.11,33.35,18.39,4.19,31.67023618
2017,6,160,rajarajeshwari nagar,2.04961582,18.47,100949,39.38320762,73.11,33.35,18.39,4.19,25.48
2017,6,164,vidyapeeta ward,0.463124706,38.59,50411,36.73248814,73.11,33.35,18.39,4.19,33.86952101
2017,6,168,pattabhiram nagar,0.537756012,31.63,26781,30.41612084,73.11,33.35,18.39,4.19,19.98585682
2017,6,171,gurappanapalya,0.328370027,46.91,47649,30.41612084,73.11,33.35,18.39,4.19,19.98585682
2017,6,172,madivala,0.478441493,39.87,48363,30.41612084,73.11,33.35,18.39,4.19,47.3
2017,6,173,jakkasandra,0.367412923,24.49,41439,34.49420054,73.11,33.35,18.39,4.19,23.15097172
2017,6,174,hsr layout,1.615833414,22.76,114839,34.49420054,73.11,33.35,18.39,4.19,23.15097172
2017,6,177,j p nagar,0.659614991,36.65,29065,30.03717869,73.11,33.35,18.39,4.19,27.8
2017,6,179,shakambari nagar,0.564850229,29.73,27715,36.46031999,73.11,33.35,18.39,4.19,31.48491161
2017,6,180,banashankari temple ward,0.244712039,34.96,48401,42.88346128,73.11,33.35,18.39,4.19,40.87204822
2017,6,181,kumaraswamy layout,0.625074926,34.73,56750,42.88346128,73.11,33.35,18.39,4.19,40.87204822
2017,6,184,uttarahalli,1.400640606,14.15,106109,46.93537556,73.11,33.35,18.39,4.19,41.37681694
2017,6,185,yelchenahalli,0.605341195,37.83,65399,42.88346128,73.11,33.35,18.39,4.19,40.87204822
2017,6,186,jaraganahalli,0.410586908,31.58,52674,36.46031999,73.11,33.35,18.39,4.19,31.48491161
2017,6,188,bilekhalli,0.921396584,21.43,83121,30.03717869,73.11,33.35,18.39,4.19,22.097775
2017,6,189,hongasandra,0.861678174,41.03,137936,31.61231545,73.11,33.35,18.39,4.19,20.6613031
2017,6,190,mangammanapalya,1.081867445,30.91,115726,33.18745221,73.11,33.35,18.39,4.19,19.2248312
2017,6,191,singasandra,1.722425673,17.76,153242,35.30386709,73.11,33.35,18.39,4.19,31.9364189
2017,6,192,begur,2.530120718,13.32,199461,49.593217,73.11,33.35,18.39,4.19,31.2
2017,6,193,arakere,1.497306812,22.69,100523,61.13901454,73.11,33.35,18.39,4.19,30.26929365
2017,6,195,konankunte,1.048766657,30.85,112047,55.05383012,73.11,33.35,18.39,4.19,33.80354517
2017,6,196,anjanapura,1.002822044,8.8,74836,58.50930659,73.11,33.35,18.39,4.19,32.37699386
2017,6,197,vasanthpura,1.314154086,23.06,112599,42.88346128,73.11,33.35,18.39,4.19,40.87204822
2017,6,198,hemmigepura,2.235767688,7.33,80569,49.43781638,73.11,33.35,18.39,4.19,34.35
2017,7,1,kempegowda ward,0.828851535,7.6,47033,41.17938181,71.64,33.67,18.15,4.33,29.3
2017,7,2,chowdeswari ward,0.745394939,11.47,54884,38.19863376,71.64,33.67,18.15,4.33,38.45210662
2017,7,3,atturu,1.4401897,16.37,103247,36.9271159,71.64,33.67,18.15,4.33,38.94746738
2017,7,4,yelahanka satellite town,0.874337974,19.01,57646,37.88686007,71.64,33.67,18.15,4.33,36.59433415
2017,7,5,jakkuru,2.242131953,9.54,93927,47.43453424,71.64,33.67,18.15,4.33,34.48457608
2017,7,6,thanisandra,2.08339755,20.83,162880,50.25204595,71.64,33.67,18.15,4.33,34.05731062
2017,7,7,byatarayanapura,1.662984928,16.63,123915,42.7909827,71.64,33.67,18.15,4.33,27.98578627
2017,7,9,vidyaranyapura,1.448057791,14.63,103004,38.39857746,71.64,33.67,18.15,4.33,34.15072082
2017,7,10,dodda bommasandra,0.795207039,18.93,51030,32.5842006,71.64,33.67,18.15,4.33,38.26251758
2017,7,12,shettihalli,1.456677367,17.98,100665,32.86329915,71.64,33.67,18.15,4.33,46.3
2017,7,14,bagalakunte,1.162673366,27.04,111900,31.72042609,71.64,33.67,18.15,4.33,38.7
2017,7,16,jalahalli,0.750299747,14.43,45180,33.44786222,71.64,33.67,18.15,4.33,39.7
2017,7,18,radhakrishna temple ward,0.597488747,31.45,42481,38.91029485,71.64,33.67,18.15,4.33,31.7071075
2017,7,19,sanjaya nagar,0.488657213,32.58,39372,38.91029485,71.64,33.67,18.15,4.33,31.7071075
2017,7,22,vishwanath nagenahalli,0.635320476,42.35,81159,45.23638909,71.64,33.67,18.15,4.33,25.15169741
2017,7,24,hbr layout,1.139675448,24.78,87455,51.58977926,71.64,33.67,18.15,4.33,26.14286264
2017,7,25,horamavu,3.237598784,18.5,210709,50.21579424,71.64,33.67,18.15,4.33,34.32248968
2017,7,26,ramamurthy nagar,1.617642683,22.16,77954,48.39970247,71.64,33.67,18.15,4.33,35.20592009
2017,7,27,banasavadi,1.129043599,33.21,69649,48.46532713,71.64,33.67,18.15,4.33,29.15270094
2017,7,28,kammanahalli,0.439027348,43.9,57268,44.21568879,71.64,33.67,18.15,4.33,22.10056495
2017,7,29,kacharkanahalli,0.5968257,35.11,36938,48.46532713,71.64,33.67,18.15,4.33,29.15270094
2017,7,35,aramane nagara,1.139482844,15.19,41553,51.75719515,71.64,33.67,18.15,4.33,8.35
2017,7,36,mattikere,0.377476241,41.94,37806,48.80015892,71.64,33.67,18.15,4.33,34.64950229
2017,7,38,hmt ward,1.253382536,24.1,42392,43.83170383,71.64,33.67,18.15,4.33,33.38597607
2017,7,39,chokkasandra,1.001758112,26.36,92083,34.31152384,71.64,33.67,18.15,4.33,28.34091927
2017,7,40,dodda bidarakallu,2.066225216,16.02,172238,41.05022753,71.64,33.67,18.15,4.33,31.95162594
2017,7,41,peenya industrial area,1.778865307,32.34,93784,47.58087158,71.64,33.67,18.15,4.33,31.76046223
2017,7,42,lakshmi devi nagar,0.434709386,28.98,56507,47.00509716,71.64,33.67,18.15,4.33,35.06766167
2017,7,45,malleswaram,0.477466154,26.53,32882,48.80015892,71.64,33.67,18.15,4.33,34.64950229
2017,7,48,muneshwara nagar,0.201090024,40.22,39748,64.19207368,71.64,33.67,18.15,4.33,21.11435129
2017,7,50,benniganahalli,0.786199744,16.04,64861,44.21568879,71.64,33.67,18.15,4.33,22.10056495
2017,7,51,vijnanapura,0.601772255,28.66,55167,47.6717141,71.64,33.67,18.15,4.33,30.13486215
2017,7,52,k r puram,0.949738023,19.79,42286,48.33407781,71.64,33.67,18.15,4.33,41.25913924
2017,7,53,basavanapura,1.260679076,20.01,81283,47.08912738,71.64,33.67,18.15,4.33,35.89353884
2017,7,54,hudi,2.065560355,13.77,89259,49.83075896,71.64,33.67,18.15,4.33,36.93883616
2017,7,58,new tippasandara,0.957048765,28.15,51429,52.18877922,71.64,33.67,18.15,4.33,26.07013828
2017,7,65,kadu malleshwar ward,0.487572151,34.83,36658,64.60409545,71.64,33.67,18.15,4.33,26.07541914
2017,7,68,mahalakshimpuram,0.380291326,42.25,51314,65.01611723,71.64,33.67,18.15,4.33,31.03648699
2017,7,69,laggere,0.538728047,33.67,96684,54.21554545,71.64,33.67,18.15,4.33,33.47023372
2017,7,72,herohalli,1.404127525,18,131716,50.86103941,71.64,33.67,18.15,4.33,39.25
