Year,Month,Ward_NO,Ward_Name,Building_Area_km2,Builtup_Area_Percentage,Population,Rainfall,RH2M,T2M_MAX,T2M_MIN,WS2M,GWL
2016,1,1,kempegowda ward,0.816510443,7.49,43870,3.774505628,67.23,32.12,10.54,2.13,10.7
2016,1,2,chowdeswari ward,0.725204196,11.16,49985,3.866512346,67.23,32.12,10.54,2.13,26.18506047
2016,1,3,atturu,1.397200532,15.88,90428,3.923646701,67.23,32.12,10.54,2.13,24.96046881
2016,1,4,yelahanka satellite town,0.861904265,18.74,53579,4.050855448,67.23,32.12,10.54,2.13,22.18201133
2016,1,5,jakkuru,2.108904743,8.97,81956,4.444738603,67.23,32.12,10.54,2.13,25.4105033
2016,1,6,thanisandra,1.991155232,19.91,134849,5.131646239,67.23,32.12,10.54,2.13,25.77507016
2016,1,7,byatarayanapura,1.606173903,16.06,109377,5.066293383,67.23,32.12,10.54,2.13,17.15062824
2016,1,9,vidyaranyapura,1.42716793,14.42,89928,4.891140045,67.23,32.12,10.54,2.13,21.60277354
2016,1,10,dodda bommasandra,0.789682797,18.8,47201,5.184164493,67.23,32.12,10.54,2.13,24.17674657
2016,1,12,shettihalli,1.416726031,17.49,89700,4.356368775,67.23,32.12,10.54,2.13,31.1
2016,1,14,bagalakunte,1.158805349,26.95,98756,3.996750842,67.23,32.12,10.54,2.13,20.8
2016,1,16,jalahalli,0.768856585,14.79,43401,4.636503079,67.23,32.12,10.54,2.13,24.6
2016,1,18,radhakrishna temple ward,0.603073985,31.74,40656,5.731424642,67.23,32.12,10.54,2.13,21.02353575
2016,1,19,sanjaya nagar,0.500802626,33.39,37665,5.731424642,67.23,32.12,10.54,2.13,21.02353575
2016,1,22,vishwanath nagenahalli,0.655576241,43.71,73103,6.27868479,67.23,32.12,10.54,2.13,17.87032493
2016,1,24,hbr layout,1.14722258,24.94,79851,5.236820034,67.23,32.12,10.54,2.13,18.83951008
2016,1,25,horamavu,3.068642999,17.54,175482,4.794966359,67.23,32.12,10.54,2.13,23.8367106
2016,1,26,ramamurthy nagar,1.533114031,21,69485,4.853055183,67.23,32.12,10.54,2.13,23.20178802
2016,1,27,banasavadi,1.130288746,33.24,64895,4.661632247,67.23,32.12,10.54,2.13,19.82727379
2016,1,28,kammanahalli,0.448206786,44.82,54735,4.880090772,67.23,32.12,10.54,2.13,13.53092415
2016,1,29,kacharkanahalli,0.600146243,35.3,36136,4.661632247,67.23,32.12,10.54,2.13,19.82727379
2016,1,35,aramane nagara,1.132699304,15.1,40389,6.669276562,67.23,32.12,10.54,2.13,3
2016,1,36,mattikere,0.380920236,42.32,37627,7.526545303,67.23,32.12,10.54,2.13,21.45805967
2016,1,38,hmt ward,1.255802146,24.15,41051,5.808046951,67.23,32.12,10.54,2.13,23.56438497
2016,1,39,chokkasandra,0.981361439,25.83,83187,4.088841665,67.23,32.12,10.54,2.13,27.12283672
2016,1,40,dodda bidarakallu,1.925267004,14.92,141193,4.225505632,67.23,32.12,10.54,2.13,24.99215138
2016,1,41,peenya industrial area,1.724990798,31.36,83877,6.01600777,67.23,32.12,10.54,2.13,23.36026443
2016,1,42,lakshmi devi nagar,0.430075108,28.67,52579,6.38111538,67.23,32.12,10.54,2.13,22.37823438
2016,1,45,malleswaram,0.471375315,26.19,33181,7.526545303,67.23,32.12,10.54,2.13,21.45805967
2016,1,48,muneshwara nagar,0.20914606,41.83,38804,5.345330852,67.23,32.12,10.54,2.13,17.83316781
2016,1,50,benniganahalli,0.791753606,16.16,60823,4.880090772,67.23,32.12,10.54,2.13,13.53092415
2016,1,51,vijnanapura,0.59914299,28.53,52943,5.031805756,67.23,32.12,10.54,2.13,17.94597842
2016,1,52,k r puram,0.904881145,18.85,40525,5.044478119,67.23,32.12,10.54,2.13,26.57630225
2016,1,53,basavanapura,1.181970664,18.76,72181,5.81798217,67.23,32.12,10.54,2.13,22.38583579
2016,1,54,hudi,1.933070567,12.89,78154,5.272781965,67.23,32.12,10.54,2.13,25.27428905
2016,1,58,new tippasandara,0.944925044,27.79,49606,5.208228393,67.23,32.12,10.54,2.13,16.10544514
2016,1,65,kadu malleshwar ward,0.493097923,35.22,36413,7.607128483,67.23,32.12,10.54,2.13,18.28627029
2016,1,68,mahalakshimpuram,0.379836772,42.2,49684,9.868926113,67.23,32.12,10.54,2.13,18.73937276
2016,1,69,laggere,0.550009424,34.38,85611,6.979590823,67.23,32.12,10.54,2.13,21.47897829
2016,1,72,herohalli,1.351383905,17.33,110805,6.950686921,67.23,32.12,10.54,2.13,25.9
2016,1,73,kottegepalya,1.309737074,22.58,106069,7.821640646,67.23,32.12,10.54,2.13,19.84743105
2016,1,74,shakthi ganapathi nagar,0.296271914,42.32,49405,6.979590823,67.23,32.12,10.54,2.13,21.47897829
2016,1,77,dattatreya temple,0.307863598,43.98,32972,7.607128483,67.23,32.12,10.54,2.13,18.28627029
2016,1,78,pulikeshinagar,0.478688256,28.16,29184,5.345330852,67.23,32.12,10.54,2.13,17.83316781
2016,1,80,hoysala nagar,0.624352885,29.73,34902,5.253929213,67.23,32.12,10.54,2.13,16.68135269
2016,1,81,vijnana nagar,1.363220205,23.92,86631,5.08276528,67.23,32.12,10.54,2.13,19.95664236
2016,1,82,garudachar playa,1.37975324,20.29,76445,6.171110201,67.23,32.12,10.54,2.13,18.06249395
2016,1,83,kadugodi,1.384228193,12.36,61815,8.159054378,67.23,32.12,10.54,2.13,20.94556972
2016,1,84,hagadur,1.868155536,14.83,70613,8.140988125,67.23,32.12,10.54,2.13,22.70648437
2016,1,85,dodda nekkundi,2.395965263,19.97,106782,6.352029945,67.23,32.12,10.54,2.13,22.40020636
2016,1,86,marathahalli,0.747464922,24.11,52883,5.133724804,67.23,32.12,10.54,2.13,21.96730629
2016,1,87,hal airport,1.013149282,14.9,43873,5.133724804,67.23,32.12,10.54,2.13,21.96730629
2016,1,90,halsoor,0.394650703,23.21,34696,5.569020687,67.23,32.12,10.54,2.13,15.76424247
2016,1,93,vasanth nagar,0.697240071,22.49,21525,7.607128483,67.23,32.12,10.54,2.13,18.28627029
2016,1,94,gandhinagar,0.517977772,27.26,29339,7.32873772,67.23,32.12,10.54,2.13,16.12774876
2016,1,96,okalipuram,0.295201916,36.9,39279,9.868926113,67.23,32.12,10.54,2.13,18.73937276
2016,1,104,govindaraja nagar,0.279028757,34.88,27440,8.727662459,67.23,32.12,10.54,2.13,16.83245771
2016,1,110,sampangiram nagar,0.871079114,19.8,25064,5.929812981,67.23,32.12,10.54,2.13,15.4230398
2016,1,112,domlur,0.550461182,32.38,28788,5.536366014,67.23,32.12,10.54,2.13,18.67996612
2016,1,114,agaram,0.746257394,6.78,37575,6.751735944,67.23,32.12,10.54,2.13,14.73501602
2016,1,119,dharmaraya swamy temple,0.433313525,39.39,24452,7.050346957,67.23,32.12,10.54,2.13,13.96922723
2016,1,124,hosahalli,0.333343407,37.04,40282,7.586398804,67.23,32.12,10.54,2.13,14.92554266
2016,1,126,maruthi mandir ward,0.325545732,40.69,34014,8.546069549,67.23,32.12,10.54,2.13,15.75493962
2016,1,128,nagarabhavi,0.456378591,28.52,47538,8.546069549,67.23,32.12,10.54,2.13,15.75493962
2016,1,129,jnana bharathi ward,1.907018274,16.03,110527,6.797997913,67.23,32.12,10.54,2.13,20.4014602
2016,1,130,ullalu,1.340874648,15.41,98465,9.996375077,67.23,32.12,10.54,2.13,18.53586893
2016,1,143,vishveshwara puram,0.600131161,24.01,30786,7.050346957,67.23,32.12,10.54,2.13,13.96922723
2016,1,144,siddapura,0.24079122,34.4,36304,6.51429511,67.23,32.12,10.54,2.13,13.01291179
2016,1,145,hombegowda nagara,0.49384872,35.27,39271,6.51429511,67.23,32.12,10.54,2.13,13.01291179
2016,1,147,adugodi,0.298018371,18.63,36708,6.51429511,67.23,32.12,10.54,2.13,13.01291179
2016,1,149,varthuru,2.035875914,7.19,80637,6.713925416,67.23,32.12,10.54,2.13,29.49454389
2016,1,150,bellanduru,3.702715283,14.03,158470,6.739050741,67.23,32.12,10.54,2.13,29.425
2016,1,153,jayanagar,0.613730794,24.55,39294,7.050346957,67.23,32.12,10.54,2.13,13.96922723
2016,1,154,basavanagudi,0.467493204,38.96,31073,7.586398804,67.23,32.12,10.54,2.13,14.92554266
2016,1,157,gali anjenaya temple ward,0.445422692,40.49,39068,7.586398804,67.23,32.12,10.54,2.13,14.92554266
2016,1,158,deepanjali nagar,0.590377815,28.11,55972,7.586398804,67.23,32.12,10.54,2.13,14.92554266
2016,1,159,kengeri,0.746648735,14.64,52202,10.61635075,67.23,32.12,10.54,2.13,18.57517702
2016,1,160,rajarajeshwari nagar,1.988674853,17.92,88945,8.418397937,67.23,32.12,10.54,2.13,11.96
2016,1,164,vidyapeeta ward,0.469694319,39.14,48792,6.696899338,67.23,32.12,10.54,2.13,21.19705019
2016,1,168,pattabhiram nagar,0.534627122,31.45,27120,7.431044571,67.23,32.12,10.54,2.13,14.00200757
2016,1,171,gurappanapalya,0.334726752,47.82,46491,7.431044571,67.23,32.12,10.54,2.13,14.00200757
2016,1,172,madivala,0.476540525,39.71,47050,7.431044571,67.23,32.12,10.54,2.13,28
2016,1,173,jakkasandra,0.361704409,24.11,39543,7.986783976,67.23,32.12,10.54,2.13,15.79577715
2016,1,174,hsr layout,1.585739702,22.33,100594,7.986783976,67.23,32.12,10.54,2.13,15.79577715
2016,1,177,j p nagar,0.655674414,36.43,29016,8.347794033,67.23,32.12,10.54,2.13,18.25
2016,1,179,shakambari nagar,0.557684278,29.35,27297,7.077596952,67.23,32.12,10.54,2.13,21.22983053
2016,1,180,banashankari temple ward,0.249923777,35.7,46951,5.807399871,67.23,32.12,10.54,2.13,27.46855771
2016,1,181,kumaraswamy layout,0.625485778,34.75,54483,5.807399871,67.23,32.12,10.54,2.13,27.46855771
2016,1,184,uttarahalli,1.334769605,13.48,92581,8.290726326,67.23,32.12,10.54,2.13,26.2903825
2016,1,185,yelchenahalli,0.603758003,37.73,60782,5.807399871,67.23,32.12,10.54,2.13,27.46855771
2016,1,186,jaraganahalli,0.414424442,31.88,49094,7.077596952,67.23,32.12,10.54,2.13,21.22983053
2016,1,188,bilekhalli,0.908906904,21.14,74260,8.347794033,67.23,32.12,10.54,2.13,14.99110334
2016,1,189,hongasandra,0.861323131,41.02,118206,9.211992957,67.23,32.12,10.54,2.13,14.35368267
2016,1,190,mangammanapalya,1.062793772,30.37,102194,10.07619188,67.23,32.12,10.54,2.13,13.716262
2016,1,191,singasandra,1.643138291,16.94,129305,9.393224671,67.23,32.12,10.54,2.13,23.02151577
2016,1,192,begur,2.407658916,12.67,163044,7.504420639,67.23,32.12,10.54,2.13,20.95
2016,1,193,arakere,1.462773142,22.16,89150,5.529576298,67.23,32.12,10.54,2.13,20.87011578
2016,1,195,konankunte,1.022391911,30.07,96640,5.622184155,67.23,32.12,10.54,2.13,23.06959642
2016,1,196,anjanapura,0.971117874,8.52,67085,4.883293252,67.23,32.12,10.54,2.13,22.51632143
2016,1,197,vasanthpura,1.280744541,22.47,98721,5.807399871,67.23,32.12,10.54,2.13,27.46855771
2016,1,198,hemmigepura,2.08882156,6.85,72654,7.796271161,67.23,32.12,10.54,2.13,19.85
2016,2,1,kempegowda ward,0.816510443,7.49,44040,0.001615263,53.03,37.06,11.76,2.65,12
2016,2,2,chowdeswari ward,0.725204196,11.16,50245,0.019487924,53.03,37.06,11.76,2.65,27.77711205
2016,2,3,atturu,1.397200532,15.88,91096,0.025983898,53.03,37.06,11.76,2.65,26.8418063
2016,2,4,yelahanka satellite town,0.861904265,18.74,53798,0.038975848,53.03,37.06,11.76,2.65,23.9484784
2016,2,5,jakkuru,2.108904743,8.97,82579,0.044128376,53.03,37.06,11.76,2.65,27.0216676
2016,2,6,thanisandra,1.991155232,19.91,136272,0.087179911,53.03,37.06,11.76,2.65,27.86203607
2016,2,7,byatarayanapura,1.606173903,16.06,110138,0.064853772,53.03,37.06,11.76,2.65,18.62701962
2016,2,9,vidyaranyapura,1.42716793,14.42,90608,0.094285594,53.03,37.06,11.76,2.65,24.06537737
2016,2,10,dodda bommasandra,0.789682797,18.8,47406,0.172713662,53.03,37.06,11.76,2.65,28.92951808
2016,2,12,shettihalli,1.416726031,17.49,90276,0.520705336,53.03,37.06,11.76,2.65,32.9
2016,2,14,bagalakunte,1.158805349,26.95,99444,0.917693256,53.03,37.06,11.76,2.65,23
2016,2,16,jalahalli,0.768856585,14.79,43498,0.677869256,53.03,37.06,11.76,2.65,29.6
2016,2,18,radhakrishna temple ward,0.603073985,31.74,40755,0.14959534,53.03,37.06,11.76,2.65,24.18227635
2016,2,19,sanjaya nagar,0.500802626,33.39,37758,0.14959534,53.03,37.06,11.76,2.65,24.18227635
2016,2,22,vishwanath nagenahalli,0.655576241,43.71,73528,0.126477018,53.03,37.06,11.76,2.65,19.43503461
2016,2,24,hbr layout,1.14722258,24.94,80256,0.141623669,53.03,37.06,11.76,2.65,20.24986942
2016,2,25,horamavu,3.068642999,17.54,177275,0.051818737,53.03,37.06,11.76,2.65,25.83186493
2016,2,26,ramamurthy nagar,1.533114031,21,69930,0.064544536,53.03,37.06,11.76,2.65,25.12119125
2016,2,27,banasavadi,1.130288746,33.24,65150,0.081879717,53.03,37.06,11.76,2.65,21.31459011
2016,2,28,kammanahalli,0.448206786,44.82,54873,0.063475844,53.03,37.06,11.76,2.65,14.54861904
2016,2,29,kacharkanahalli,0.600146243,35.3,36180,0.081879717,53.03,37.06,11.76,2.65,21.31459011
2016,2,35,aramane nagara,1.132699304,15.1,40452,0.254200004,53.03,37.06,11.76,2.65,3
2016,2,36,mattikere,0.380920236,42.32,37637,0.307032388,53.03,37.06,11.76,2.65,24.74792183
2016,2,38,hmt ward,1.255802146,24.15,41124,0.467220864,53.03,37.06,11.76,2.65,26.19065829
2016,2,39,chokkasandra,0.981361439,25.83,83658,1.183024849,53.03,37.06,11.76,2.65,29.20544585
2016,2,40,dodda bidarakallu,1.925267004,14.92,142761,0.491635816,53.03,37.06,11.76,2.65,26.74753222
2016,2,41,peenya industrial area,1.724990798,31.36,84399,0.565389932,53.03,37.06,11.76,2.65,25.27770502
2016,2,42,lakshmi devi nagar,0.430075108,28.67,52790,0.228619536,53.03,37.06,11.76,2.65,25.1857291
2016,2,45,malleswaram,0.471375315,26.19,33164,0.307032388,53.03,37.06,11.76,2.65,24.74792183
2016,2,48,muneshwara nagar,0.20914606,41.83,38856,0.276258224,53.03,37.06,11.76,2.65,18.93526285
2016,2,50,benniganahalli,0.791753606,16.16,61041,0.063475844,53.03,37.06,11.76,2.65,14.54861904
2016,2,51,vijnanapura,0.59914299,28.53,53064,0.036106118,53.03,37.06,11.76,2.65,19.58819307
2016,2,52,k r puram,0.904881145,18.85,40621,0.047209354,53.03,37.06,11.76,2.65,28.92779239
2016,2,53,basavanapura,1.181970664,18.76,72659,0.038435026,53.03,37.06,11.76,2.65,24.19870055
2016,2,54,hudi,1.933070567,12.89,78733,0.045896285,53.03,37.06,11.76,2.65,27.34584421
2016,2,58,new tippasandara,0.944925044,27.79,49705,0.034958957,53.03,37.06,11.76,2.65,17.45292547
2016,2,65,kadu malleshwar ward,0.493097923,35.22,36427,0.358804669,53.03,37.06,11.76,2.65,19.75079422
2016,2,68,mahalakshimpuram,0.379836772,42.2,49773,0.441351113,53.03,37.06,11.76,2.65,20.56632558
2016,2,69,laggere,0.550009424,34.38,86192,0.256572473,53.03,37.06,11.76,2.65,23.31383461
2016,2,72,herohalli,1.351383905,17.33,111874,0.108694443,53.03,37.06,11.76,2.65,27.9
2016,2,73,kottegepalya,1.309737074,22.58,106834,0.199600206,53.03,37.06,11.76,2.65,21.59476235
2016,2,74,shakthi ganapathi nagar,0.296271914,42.32,49503,0.256572473,53.03,37.06,11.76,2.65,23.31383461
2016,2,77,dattatreya temple,0.307863598,43.98,32965,0.358804669,53.03,37.06,11.76,2.65,19.75079422
2016,2,78,pulikeshinagar,0.478688256,28.16,29190,0.276258224,53.03,37.06,11.76,2.65,18.93526285
2016,2,80,hoysala nagar,0.624352885,29.73,34896,0.115392046,53.03,37.06,11.76,2.65,17.94703793
2016,2,81,vijnana nagar,1.363220205,23.92,87236,0.021620771,53.03,37.06,11.76,2.65,21.82475776
2016,2,82,garudachar playa,1.37975324,20.29,76997,0.004368196,53.03,37.06,11.76,2.65,19.67516488
2016,2,83,kadugodi,1.384228193,12.36,62168,0,53.03,37.06,11.76,2.65,22.12809427
2016,2,84,hagadur,1.868155536,14.83,71007,0.001565756,53.03,37.06,11.76,2.65,24.18260036
2016,2,85,dodda nekkundi,2.395965263,19.97,107723,0.004141293,53.03,37.06,11.76,2.65,24.24058936
2016,2,86,marathahalli,0.747464922,24.11,53135,0.007135425,53.03,37.06,11.76,2.65,24.06132244
2016,2,87,hal airport,1.013149282,14.9,43942,0.007135425,53.03,37.06,11.76,2.65,24.06132244
2016,2,90,halsoor,0.394650703,23.21,34690,0.106735357,53.03,37.06,11.76,2.65,16.99956188
2016,2,93,vasanth nagar,0.697240071,22.49,21504,0.358804669,53.03,37.06,11.76,2.65,19.75079422
2016,2,94,gandhinagar,0.517977772,27.26,29309,0.22799157,53.03,37.06,11.76,2.65,17.47732498
2016,2,96,okalipuram,0.295201916,36.9,39299,0.441351113,53.03,37.06,11.76,2.65,20.56632558
2016,2,104,govindaraja nagar,0.279028757,34.88,27450,0.277471383,53.03,37.06,11.76,2.65,18.40845166
2016,2,110,sampangiram nagar,0.871079114,19.8,25025,0.178511756,53.03,37.06,11.76,2.65,16.5461983
2016,2,112,domlur,0.550461182,32.38,28758,0.00644207,53.03,37.06,11.76,2.65,20.3572319
2016,2,114,agaram,0.746257394,6.78,37586,0.037670801,53.03,37.06,11.76,2.65,16.16110003
2016,2,119,dharmaraya swamy temple,0.433313525,39.39,24410,0.097178471,53.03,37.06,11.76,2.65,15.20385574
2016,2,124,hosahalli,0.333343407,37.04,40333,0.113591653,53.03,37.06,11.76,2.65,16.25057773
2016,2,126,maruthi mandir ward,0.325545732,40.69,34098,0.099623663,53.03,37.06,11.76,2.65,17.20359778
2016,2,128,nagarabhavi,0.456378591,28.52,47764,0.099623663,53.03,37.06,11.76,2.65,17.20359778
2016,2,129,jnana bharathi ward,1.907018274,16.03,111422,0.078724753,53.03,37.06,11.76,2.65,22.10898073
2016,2,130,ullalu,1.340874648,15.41,99332,0.092021039,53.03,37.06,11.76,2.65,20.55992256
2016,2,143,vishveshwara puram,0.600131161,24.01,30759,0.097178471,53.03,37.06,11.76,2.65,15.20385574
2016,2,144,siddapura,0.24079122,34.4,36329,0.080765288,53.03,37.06,11.76,2.65,14.15713374
2016,2,145,hombegowda nagara,0.49384872,35.27,39287,0.080765288,53.03,37.06,11.76,2.65,14.15713374
2016,2,147,adugodi,0.298018371,18.63,36749,0.080765288,53.03,37.06,11.76,2.65,14.15713374
2016,2,149,varthuru,2.035875914,7.19,81162,0.001957195,53.03,37.06,11.76,2.65,31.66078427
2016,2,150,bellanduru,3.702715283,14.03,160280,0.003567713,53.03,37.06,11.76,2.65,32.55
2016,2,153,jayanagar,0.613730794,24.55,39314,0.097178471,53.03,37.06,11.76,2.65,15.20385574
2016,2,154,basavanagudi,0.467493204,38.96,31048,0.113591653,53.03,37.06,11.76,2.65,16.25057773
2016,2,157,gali anjenaya temple ward,0.445422692,40.49,39146,0.113591653,53.03,37.06,11.76,2.65,16.25057773
2016,2,158,deepanjali nagar,0.590377815,28.11,56156,0.113591653,53.03,37.06,11.76,2.65,16.25057773
2016,2,159,kengeri,0.746648735,14.64,52418,0.136349874,53.03,37.06,11.76,2.65,20.87181762
2016,2,160,rajarajeshwari nagar,1.988674853,17.92,89610,0.08571806,53.03,37.06,11.76,2.65,14.5
2016,2,164,vidyapeeta ward,0.469694319,39.14,48886,0.062024311,53.03,37.06,11.76,2.65,23.40710562
2016,2,168,pattabhiram nagar,0.534627122,31.45,27100,0.040382644,53.03,37.06,11.76,2.65,15.53693996
2016,2,171,gurappanapalya,0.334726752,47.82,46558,0.040382644,53.03,37.06,11.76,2.65,15.53693996
2016,2,172,madivala,0.476540525,39.71,47126,0.040382644,53.03,37.06,11.76,2.65,33
2016,2,173,jakkasandra,0.361704409,24.11,39653,0.002147357,53.03,37.06,11.76,2.65,17.6184645
2016,2,174,hsr layout,1.585739702,22.33,101381,0.002147357,53.03,37.06,11.76,2.65,17.6184645
2016,2,177,j p nagar,0.655674414,36.43,29019,0,53.03,37.06,11.76,2.65,21.65
2016,2,179,shakambari nagar,0.557684278,29.35,27321,0.005228484,53.03,37.06,11.76,2.65,23.74018984
2016,2,180,banashankari temple ward,0.249923777,35.7,47035,0.010456968,53.03,37.06,11.76,2.65,30.5636335
2016,2,181,kumaraswamy layout,0.625485778,34.75,54614,0.010456968,53.03,37.06,11.76,2.65,30.5636335
2016,2,184,uttarahalli,1.334769605,13.48,93326,0.071812458,53.03,37.06,11.76,2.65,29.6413081
2016,2,185,yelchenahalli,0.603758003,37.73,61045,0.010456968,53.03,37.06,11.76,2.65,30.5636335
2016,2,186,jaraganahalli,0.414424442,31.88,49298,0.005228484,53.03,37.06,11.76,2.65,23.74018984
2016,2,188,bilekhalli,0.908906904,21.14,74754,0,53.03,37.06,11.76,2.65,16.91674617
2016,2,189,hongasandra,0.861323131,41.02,119284,0,53.03,37.06,11.76,2.65,16.24908081
2016,2,190,mangammanapalya,1.062793772,30.37,102944,0,53.03,37.06,11.76,2.65,15.58141544
2016,2,191,singasandra,1.643138291,16.94,130603,0,53.03,37.06,11.76,2.65,25.40308453
2016,2,192,begur,2.407658916,12.67,164989,0,53.03,37.06,11.76,2.65,24.125
2016,2,193,arakere,1.462773142,22.16,89782,0,53.03,37.06,11.76,2.65,23.76146082
2016,2,195,konankunte,1.022391911,30.07,97485,0.003485656,53.03,37.06,11.76,2.65,26.02885171
2016,2,196,anjanapura,0.971117874,8.52,67518,0.006990844,53.03,37.06,11.76,2.65,25.22583805
2016,2,197,vasanthpura,1.280744541,22.47,99487,0.010456968,53.03,37.06,11.76,2.65,30.5636335
2016,2,198,hemmigepura,2.08882156,6.85,73098,0.088589815,53.03,37.06,11.76,2.65,22.55
2016,3,1,kempegowda ward,0.816510443,7.49,44211,2.484370696,45.95,37.61,17.2,2.29,14.3
2016,3,2,chowdeswari ward,0.725204196,11.16,50507,3.795362248,45.95,37.61,17.2,2.29,29.77594322
2016,3,3,atturu,1.397200532,15.88,91770,4.046128969,45.95,37.61,17.2,2.29,29.12062456
2016,3,4,yelahanka satellite town,0.861904265,18.74,54017,4.171639179,45.95,37.61,17.2,2.29,26.08958584
2016,3,5,jakkuru,2.108904743,8.97,83207,3.888277149,45.95,37.61,17.2,2.29,28.45255764
2016,3,6,thanisandra,1.991155232,19.91,137709,5.430192839,45.95,37.61,17.2,2.29,29.3529024
2016,3,7,byatarayanapura,1.606173903,16.06,110904,3.697401509,45.95,37.61,17.2,2.29,20.1802363
2016,3,9,vidyaranyapura,1.42716793,14.42,91294,5.587588784,45.95,37.61,17.2,2.29,26.04547256
2016,3,10,dodda bommasandra,0.789682797,18.8,47612,8.537953069,45.95,37.61,17.2,2.29,31.29307388
2016,3,12,shettihalli,1.416726031,17.49,90856,10.74630869,45.95,37.61,17.2,2.29,34.867
2016,3,14,bagalakunte,1.158805349,26.95,100136,14.01484133,45.95,37.61,17.2,2.29,25.3
2016,3,16,jalahalli,0.768856585,14.79,43595,13.25295436,45.95,37.61,17.2,2.29,32
2016,3,18,radhakrishna temple ward,0.603073985,31.74,40855,7.00353839,45.95,37.61,17.2,2.29,26.00135928
2016,3,19,sanjaya nagar,0.500802626,33.39,37851,7.00353839,45.95,37.61,17.2,2.29,26.00135928
2016,3,22,vishwanath nagenahalli,0.655576241,43.71,73957,5.46912371,45.95,37.61,17.2,2.29,20.70964467
2016,3,24,hbr layout,1.14722258,24.94,80662,7.927354302,45.95,37.61,17.2,2.29,21.60461351
2016,3,25,horamavu,3.068642999,17.54,179086,9.068081492,45.95,37.61,17.2,2.29,27.51108997
2016,3,26,ramamurthy nagar,1.533114031,21,70378,11.88292583,45.95,37.61,17.2,2.29,26.84603657
2016,3,27,banasavadi,1.130288746,33.24,65406,8.507285886,45.95,37.61,17.2,2.29,22.74848282
2016,3,28,kammanahalli,0.448206786,44.82,55011,9.75173771,45.95,37.61,17.2,2.29,15.70182572
2016,3,29,kacharkanahalli,0.600146243,35.3,36224,8.507285886,45.95,37.61,17.2,2.29,22.74848282
2016,3,35,aramane nagara,1.132699304,15.1,40516,7.059343511,45.95,37.61,17.2,2.29,4.4
2016,3,36,mattikere,0.380920236,42.32,37647,6.771264305,45.95,37.61,17.2,2.29,26.90925546
2016,3,38,hmt ward,1.255802146,24.15,41198,10.43207551,45.95,37.61,17.2,2.29,28.23355137
2016,3,39,chokkasandra,0.981361439,25.83,84131,17.96795566,45.95,37.61,17.2,2.29,31.34675213
2016,3,40,dodda bidarakallu,1.925267004,14.92,144346,13.91618514,45.95,37.61,17.2,2.29,28.55249343
2016,3,41,peenya industrial area,1.724990798,31.36,84924,11.06344966,45.95,37.61,17.2,2.29,27.21371053
2016,3,42,lakshmi devi nagar,0.430075108,28.67,53002,7.920115463,45.95,37.61,17.2,2.29,27.19581778
2016,3,45,malleswaram,0.471375315,26.19,33147,6.771264305,45.95,37.61,17.2,2.29,26.90925546
2016,3,48,muneshwara nagar,0.20914606,41.83,38907,9.225721726,45.95,37.61,17.2,2.29,20.21184373
2016,3,50,benniganahalli,0.791753606,16.16,61259,9.75173771,45.95,37.61,17.2,2.29,15.70182572
2016,3,51,vijnanapura,0.59914299,28.53,53186,12.72543558,45.95,37.61,17.2,2.29,21.34764868
2016,3,52,k r puram,0.904881145,18.85,40717,15.25856578,45.95,37.61,17.2,2.29,30.94359033
2016,3,53,basavanapura,1.181970664,18.76,73140,23.15781132,45.95,37.61,17.2,2.29,26.30954585
2016,3,54,hudi,1.933070567,12.89,79317,15.49347821,45.95,37.61,17.2,2.29,29.33557689
2016,3,58,new tippasandara,0.944925044,27.79,49805,19.06875251,45.95,37.61,17.2,2.29,18.8756956
2016,3,65,kadu malleshwar ward,0.493097923,35.22,36441,7.115148633,45.95,37.61,17.2,2.29,21.36864039
2016,3,68,mahalakshimpuram,0.379836772,42.2,49862,5.00457554,45.95,37.61,17.2,2.29,22.52543704
2016,3,69,laggere,0.550009424,34.38,86776,7.61119666,45.95,37.61,17.2,2.29,25.14718973
2016,3,72,herohalli,1.351383905,17.33,112954,13.35950125,45.95,37.61,17.2,2.29,28.9
2016,3,73,kottegepalya,1.309737074,22.58,107605,10.02111364,45.95,37.61,17.2,2.29,23.56130289
2016,3,74,shakthi ganapathi nagar,0.296271914,42.32,49602,7.61119666,45.95,37.61,17.2,2.29,25.14718973
2016,3,77,dattatreya temple,0.307863598,43.98,32958,7.115148633,45.95,37.61,17.2,2.29,21.36864039
2016,3,78,pulikeshinagar,0.478688256,28.16,29196,9.225721726,45.95,37.61,17.2,2.29,20.21184373
2016,3,80,hoysala nagar,0.624352885,29.73,34891,15.78774225,45.95,37.61,17.2,2.29,19.32107831
2016,3,81,vijnana nagar,1.363220205,23.92,87845,20.60419929,45.95,37.61,17.2,2.29,23.80380738
2016,3,82,garudachar playa,1.37975324,20.29,77554,25.91396906,45.95,37.61,17.2,2.29,22.21755645
2016,3,83,kadugodi,1.384228193,12.36,62522,32.67342916,45.95,37.61,17.2,2.29,24.39274515
2016,3,84,hagadur,1.868155536,14.83,71404,33.37089934,45.95,37.61,17.2,2.29,26.48883897
2016,3,85,dodda nekkundi,2.395965263,19.97,108672,25.52750348,45.95,37.61,17.2,2.29,26.68052455
2016,3,86,marathahalli,0.747464922,24.11,53388,28.48296301,45.95,37.61,17.2,2.29,26.25996609
